"idvisit","idsite","idvisitor","server_time","idaction_url","idlink_va","idgoal","buster","idorder","items","url","revenue","revenue_shipping","revenue_subtotal","revenue_tax","revenue_discount","pageviews_before","visitor_returning","visitor_seconds_since_first","visitor_seconds_since_order","visitor_count_visits","referer_keyword","referer_name","referer_type","config_browser_name","config_client_type","config_device_brand","config_device_model","config_device_type","location_city","location_country","location_latitude","location_longitude","location_region","custom_dimension_1","custom_dimension_2","custom_dimension_3","custom_dimension_4","custom_dimension_5"
6533,2,0x1ae4f9e0d0d8f8df,"2023-10-31 19:33:10","NULL","NULL",0,857120364,"15390",2,"",22.8,1.0,20.0,3.8,2.0,"NULL",1,20874,0,2,"harum","Bing",2,"FF",1,"","generic desktop",0,"West Rosa","ma",-59.158955,-175.925465,"TNG","NULL","NULL","NULL","NULL","NULL"
6537,2,0x1ae4f9e0d0d8f8df,"2023-10-31 07:05:58",1424,14485,1,0,"NULL","NULL","http://demo.sajt/blog/integrate_categories/integrate-category/",10.0,"NULL","NULL","NULL","NULL","NULL",1,14853,"NULL",2,"omnis","Yahoo!",2,"CM",1,"AP","generic desktop",0,"South Hollybury","de",-87.735027,-53.791404,"TH","NULL","NULL","NULL","NULL","NULL"
6539,2,0xe4002ba0f2c2dd70,"2023-10-31 04:18:38","NULL","NULL",0,442841035,"2023-10-31-937nsjusu 3894",8,"",1111.11,0.11,1000.0,111.0,666.0,"NULL",1,777600,0,10,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6539,2,0xe4002ba0f2c2dd70,"2023-10-31 04:18:38","NULL","NULL",0,739218080,"2023-10-31-1037nsjusu4s3894",1,"",2000.0,100.0,1500.0,400.0,"NULL","NULL",1,777600,0,10,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6539,2,0xe4002ba0f2c2dd70,"2023-10-31 04:18:38","NULL","NULL",0,1133912214,"2023-10-31-666",2,"",240.0,20.0,200.0,20.0,20.0,"NULL",1,777600,0,10,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6539,2,0xe4002ba0f2c2dd70,"2023-10-31 04:18:38","NULL","NULL",0,2398760879,"2023-10-31-777",0,"",10000.0,"NULL","NULL","NULL","NULL","NULL",1,777600,0,10,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6539,2,0xe4002ba0f2c2dd70,"2023-10-31 04:18:38","NULL","NULL",0,3105026293,"2023-10-31-sfg1037nsjusu4s3894",1,"",20.0,100.0,1500.0,400.0,"NULL","NULL",1,777600,0,10,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6539,2,0xe4002ba0f2c2dd70,"2023-10-31 04:18:38","NULL","NULL",0,3122633692,"2023-10-31-s1037nsjusu4s3894",10,"",20.0,100.0,1500.0,400.0,"NULL","NULL",1,777600,0,10,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6540,2,0x93d5d438d1c06c9f,"2023-10-31 04:18:38","NULL","NULL",0,1740214389,"2023-10-31-76677",2,"",250.0,"NULL","NULL","NULL","NULL","NULL",2,777600,0,10,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6663,2,0x9f26273d0932f632,"2023-10-31 07:40:50",387,14741,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"cala mitjaneta","Google",2,"MS",1,"KN","Kindle Fire HD",2,"Hatfield","gb",53.578000,-0.999000,"ENG","NULL","NULL","NULL","NULL","NULL"
6697,2,0x89e3da08945b2bfe,"2023-10-31 09:03:43",368,14812,1,0,"NULL","NULL","http://referrer.example.org/category/example-lifestyle/local-lifestyle/",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","www.expatsblog.com",3,"IE",1,"","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6812,2,0xfb77855c0fbba432,"2023-10-31 14:02:47",392,15248,1,0,"NULL","NULL","http://example.org/es/es/category/consejos-example/excursiones/",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","Google",2,"CH",1,"","generic desktop",0,"Madrid","es",40.517000,-3.665000,"M","NULL","NULL","NULL","NULL","NULL"
6815,2,0x038b49ec7b0dd601,"2023-10-31 14:13:37",362,15259,1,0,"NULL","NULL","http://example.org/category/example-lifestyle/example-news/",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","Google",2,"CH",1,"","generic desktop",0,"Guildford","gb",51.236000,-0.570000,"ENG","NULL","NULL","NULL","NULL","NULL"
6824,2,0x200bd70f00c10801,"2023-10-31 14:43:03",2435,15274,1,0,"NULL","NULL","http://example.org/category/examplecode/",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","feedly.com",3,"CH",1,"","generic desktop",0,"Miraflores","pe",-12.131000,-77.030000,"","NULL","NULL","NULL","NULL","NULL"
6845,2,0x85b093d82251fe13,"2023-10-31 15:24:49",387,15330,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6928,2,0x85b093d82251fe13,"2023-10-31 19:06:03",387,15472,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,13432,"NULL",2,"NULL","NULL",1,"IE",1,"","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
6948,2,0xd653693a66dfcfd4,"2023-10-31 19:49:37",445,15507,1,0,"NULL","NULL","http://referrer.example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","Google",2,"CH",1,"","generic desktop",0,"Great Hanwood","gb",52.683000,-2.817000,"ENG","NULL","NULL","NULL","NULL","NULL"
6979,2,0x7d4140af16d3d2d3,"2023-10-31 21:11:48",445,15557,1,0,"NULL","NULL","http://referrer.example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","Google",2,"CH",1,"","generic desktop",0,"Carrigaline","ie",51.812000,-8.399000,"M","NULL","NULL","NULL","NULL","NULL"
7014,2,0xa0cd76c4ae55d87b,"2023-10-31 00:23:09","NULL","NULL",-1,0,"NULL",1,"",12.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"AP","generic desktop",0,"Basse-Terre","gp",15.997000,-61.732000,"","NULL","NULL","NULL","NULL","NULL"
7019,2,0x9ed631a3260b7f93,"2023-10-31 02:43:56","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,677902,"NULL",2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7029,2,0xb4f83adbbf892730,"2023-10-31 06:27:34","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Meudon","fr",48.810000,2.232000,"IDF","NULL","NULL","NULL","NULL","NULL"
7030,2,0xf295eef5ba96bb9e,"2023-10-31 07:51:22","NULL","NULL",-1,0,"NULL",4,"",110.0,"NULL","NULL","NULL","NULL","NULL",1,257724,"NULL",2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Grenoble","fr",45.189000,5.725000,"ARA","NULL","NULL","NULL","NULL","NULL"
7031,2,0xd7f316cf3c8c6d98,"2023-10-31 08:32:06","NULL","NULL",-1,0,"NULL",2,"",50.9,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Nantes","fr",47.218000,-1.554000,"","NULL","NULL","NULL","NULL","NULL"
7032,2,0xd6046eaf7a5a89a2,"2023-10-31 08:34:53","NULL","NULL",0,2197003719,"2023-10-31-30186",1,"",37.0,2.0,35.0,5.83,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
7033,2,0xf295eef5ba96bb9e,"2023-10-31 08:38:36","NULL","NULL",-1,0,"NULL",4,"",108.0,"NULL","NULL","NULL","NULL","NULL",1,263351,"NULL",3,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Grenoble","fr",45.189000,5.725000,"ARA","NULL","NULL","NULL","NULL","NULL"
7034,2,0x7730d24e76dcb5eb,"2023-10-31 08:55:52","NULL","NULL",-1,0,"NULL",2,"",31.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Châtillon","fr",48.801000,2.294000,"IDF","NULL","NULL","NULL","NULL","NULL"
7035,2,0x404e7d9114261c11,"2023-10-31 09:11:01","NULL","NULL",-1,0,"NULL",3,"",93.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Nancy","fr",48.692000,6.184000,"","NULL","NULL","NULL","NULL","NULL"
7036,2,0xb87dcf7dd65848fe,"2023-10-31 09:19:50","NULL","NULL",-1,0,"NULL",2,"",11.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Pau","fr",43.319000,-0.347000,"NAQ","NULL","NULL","NULL","NULL","NULL"
7037,2,0x7163e7674f89e8f8,"2023-10-31 09:30:15","NULL","NULL",-1,0,"NULL",29,"",280.9,"NULL","NULL","NULL","NULL","NULL",1,252944,"NULL",2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7038,2,0x070dedd7233b2ad5,"2023-10-31 09:15:02","NULL","NULL",-1,0,"NULL",1,"",37.9,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Versailles","fr",48.801000,2.130000,"IDF","NULL","NULL","NULL","NULL","NULL"
7039,2,0x2cc7ff9270cca790,"2023-10-31 09:31:43","NULL","NULL",-1,0,"NULL",2,"",46.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Toulon","fr",43.124000,5.928000,"","NULL","NULL","NULL","NULL","NULL"
7040,2,0xb8aa22f0e8398518,"2023-10-31 09:41:52","NULL","NULL",-1,0,"NULL",1,"",20.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","baton-du-diable",6,"CH",1,"","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
7041,2,0xfd208d56e5d3dda6,"2023-10-31 09:57:27","NULL","NULL",0,3342393282,"2023-10-31-30187",1,"",62.5,20.0,42.5,7.08,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
7042,2,0xbf02d5d2f2b1f534,"2023-10-31 10:31:21","NULL","NULL",-1,0,"NULL",3,"",23.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Stockholm","se",59.329000,18.069000,"","NULL","NULL","NULL","NULL","NULL"
7043,2,0xda98e747b95348d7,"2023-10-31 10:55:38","NULL","NULL",-1,0,"NULL",1,"",11.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Mulhouse","fr",47.749000,7.340000,"","NULL","NULL","NULL","NULL","NULL"
7044,2,0xa69f31a987c2cc2c,"2023-10-31 11:02:15","NULL","NULL",-1,0,"NULL",3,"",37.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Toulouse","fr",43.605000,1.444000,"OCC","NULL","NULL","NULL","NULL","NULL"
7045,2,0xef2cf8abc8478a70,"2023-10-31 11:06:58","NULL","NULL",-1,0,"NULL",3,"",44.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IM",1,"NK","Lumia 920",1,"Rennes","fr",48.117000,-1.678000,"","NULL","NULL","NULL","NULL","NULL"
7046,2,0x7ddfe8fd6be797df,"2023-10-31 11:15:28","NULL","NULL",-1,0,"NULL",1,"",21.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
7047,2,0x070dedd7233b2ad5,"2023-10-31 11:17:45","NULL","NULL",-1,0,"NULL",1,"",37.9,"NULL","NULL","NULL","NULL","NULL",1,7363,"NULL",2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Versailles","fr",48.801000,2.130000,"IDF","NULL","NULL","NULL","NULL","NULL"
7048,2,0xbca8d60b85e81a35,"2023-10-31 11:28:45","NULL","NULL",0,1300065636,"2023-10-31-30190",8,"",70.0,6.0,64.0,10.67,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Paris","fr",48.891000,2.353000,"IDF","NULL","NULL","NULL","NULL","NULL"
7049,2,0xb9bd792fcfbd99a2,"2023-10-31 11:28:46","NULL","NULL",0,2682234539,"2023-10-31-30188",1,"",47.5,7.5,40.0,6.67,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
7050,2,0xf197905f9bd269e8,"2023-10-31 11:28:46","NULL","NULL",0,277484887,"2023-10-31-30191",1,"",16.0,6.0,10.0,1.67,"NULL","NULL",2,774398,0,4,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7051,2,0xa3e390d9db7008c4,"2023-10-31 11:28:47","NULL","NULL",0,3915417678,"2023-10-31-30192",1,"",15.0,6.0,9.0,1.5,"NULL","NULL",2,238522,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7052,2,0xdb4e069a7cfe057a,"2023-10-31 11:28:47","NULL","NULL",0,4046173675,"2023-10-31-30193",1,"",18.0,6.0,12.0,2.0,"NULL","NULL",2,238025,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Toulouse","fr",43.605000,1.444000,"OCC","NULL","NULL","NULL","NULL","NULL"
7053,2,0x5b3f5530b8dd2181,"2023-10-31 11:28:48","NULL","NULL",0,3891994073,"2023-10-31-30194",1,"",25.9,6.0,19.9,3.32,"NULL","NULL",2,0,0,1,"","example",6,"FF",1,"","generic desktop",0,"Bayonne","fr",43.493000,-1.475000,"NAQ","NULL","NULL","NULL","NULL","NULL"
7054,2,0x369e79148ab53e43,"2023-10-31 11:28:48","NULL","NULL",0,3953898333,"2023-10-31-30195",3,"",47.5,6.0,41.5,6.92,"NULL","NULL",2,0,0,1,"","jonglerie",6,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7055,2,0x3363853d2a215d49,"2023-10-31 11:28:49","NULL","NULL",0,779930153,"2023-10-31-30196",3,"",48.9,6.0,42.9,7.15,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Amiens","fr",49.894000,2.296000,"HDF","NULL","NULL","NULL","NULL","NULL"
7056,2,0xc47bf541175929af,"2023-10-31 11:28:49","NULL","NULL",0,2151800330,"2023-10-31-30197",1,"",29.0,6.0,23.0,3.83,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Bordeaux","fr",44.838000,-0.579000,"NAQ","NULL","NULL","NULL","NULL","NULL"
7057,2,0x1897b9ba0768476f,"2023-10-31 11:28:50","NULL","NULL",0,690735909,"2023-10-31-30198",3,"",56.5,6.0,50.5,8.42,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Orléans","fr",47.903000,1.909000,"CVL","NULL","NULL","NULL","NULL","NULL"
7058,2,0x95d82a456d1214c9,"2023-10-31 11:28:51","NULL","NULL",0,2289983651,"2023-10-31-30199",6,"",105.2,6.0,99.2,16.53,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
7059,2,0x5c573b495d31d70c,"2023-10-31 11:28:51","NULL","NULL",0,3207907605,"2023-10-31-30200",4,"",108.5,6.0,102.5,17.08,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Meudon","fr",48.810000,2.232000,"IDF","NULL","NULL","NULL","NULL","NULL"
7060,2,0x4397bfc244a5ce78,"2023-10-31 11:28:51","NULL","NULL",0,1068032646,"2023-10-31-30201",2,"",42.0,6.0,36.0,6.0,"NULL","NULL",2,91529,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Toulouse","fr",43.605000,1.444000,"OCC","NULL","NULL","NULL","NULL","NULL"
7061,2,0xcb8d366d6e7d56e2,"2023-10-31 11:28:52","NULL","NULL",0,1709133507,"2023-10-31-30202",2,"",54.5,6.0,48.5,8.08,"NULL","NULL",2,83578,0,3,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Nanterre","fr",48.892000,2.215000,"IDF","NULL","NULL","NULL","NULL","NULL"
7062,2,0x68b59e00194dcf07,"2023-10-31 11:28:52","NULL","NULL",0,3438893346,"2023-10-31-30203",8,"",153.3,6.0,147.3,24.55,"NULL","NULL",2,96844,0,3,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Dijon","fr",47.322000,5.041000,"BFC","NULL","NULL","NULL","NULL","NULL"
7063,2,0x2cc7ff9270cca790,"2023-10-31 11:28:53","NULL","NULL",0,2804514539,"2023-10-31-30204",2,"",52.0,6.0,46.0,7.67,"NULL","NULL",2,7148,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7064,2,0x46539eb1f922d29e,"2023-10-31 11:28:53","NULL","NULL",0,137818884,"2023-10-31-30189",0,"",-47.5,-7.5,-40.0,-6.67,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
7065,2,0xb6bc2bd7f3895b19,"2023-10-31 11:44:19","NULL","NULL",-1,0,"NULL",2,"",26.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Toulouse","fr",43.605000,1.444000,"OCC","NULL","NULL","NULL","NULL","NULL"
7066,2,0x1a5e92493a10c664,"2023-10-31 11:48:29","NULL","NULL",-1,0,"NULL",1,"",18.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Bern","ch",46.948000,7.447000,"BE","NULL","NULL","NULL","NULL","NULL"
7067,2,0x1a5e92493a10c664,"2023-10-31 12:37:07","NULL","NULL",-1,0,"NULL",1,"",18.0,"NULL","NULL","NULL","NULL","NULL",1,2903,"NULL",2,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Bern","ch",46.948000,7.447000,"BE","NULL","NULL","NULL","NULL","NULL"
7068,2,0x1d3f50c526582687,"2023-10-31 13:08:19","NULL","NULL",-1,0,"NULL",2,"",50.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Narbonne","fr",43.184000,3.013000,"OCC","NULL","NULL","NULL","NULL","NULL"
7069,2,0x9b451688be2fdf71,"2023-10-31 13:15:00","NULL","NULL",-1,0,"NULL",1,"",25.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","example",6,"FF",1,"","generic desktop",0,"Nantes","fr",47.217000,-1.553000,"","NULL","NULL","NULL","NULL","NULL"
7070,2,0xb9a4715d1df689b5,"2023-10-31 13:55:33","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,588173,"NULL",7,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Arpajon","fr",48.589000,2.246000,"IDF","NULL","NULL","NULL","NULL","NULL"
7071,2,0x6033a38579ed5b2c,"2023-10-31 15:00:08","NULL","NULL",-1,0,"NULL",1,"",4.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"assiette chinoise cirque pas cher","Google",2,"MF",1,"AP","iPad",2,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7072,2,0xc8d692187d293b33,"2023-10-31 15:23:36","NULL","NULL",0,3911045787,"2023-10-31-30206",1,"",35.5,7.5,28.0,4.67,"NULL","NULL",2,370410,0,2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7073,2,0xb9a94f8a3ccab297,"2023-10-31 15:23:37","NULL","NULL",0,1654346846,"2023-10-31-30207",18,"",132.8,7.5,125.3,20.88,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
7074,2,0x310fcd16ef89beed,"2023-10-31 15:23:37","NULL","NULL",0,237612773,"2023-10-31-30208",4,"",47.3,7.5,39.8,6.63,"NULL","NULL",2,260630,0,2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Lille","fr",50.629000,3.057000,"HDF","NULL","NULL","NULL","NULL","NULL"
7075,2,0xc9a7f6e5a1b81792,"2023-10-31 15:23:38","NULL","NULL",0,2287948905,"2023-10-31-30209",1,"",34.0,7.5,26.5,4.42,"NULL","NULL",2,255789,0,2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7076,2,0x6a915e1607b1e9ea,"2023-10-31 15:23:38","NULL","NULL",0,3887227564,"2023-10-31-30210",3,"",40.5,7.5,33.0,5.5,"NULL","NULL",2,0,0,1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Montesson","fr",48.909000,2.150000,"IDF","NULL","NULL","NULL","NULL","NULL"
7077,2,0x40568c93d7468c20,"2023-10-31 15:23:39","NULL","NULL",0,2727336967,"2023-10-31-30211",3,"",45.5,7.5,38.0,6.33,"NULL","NULL",2,0,0,1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7078,2,0x947d44230c3b87db,"2023-10-31 15:23:39","NULL","NULL",0,985023210,"2023-10-31-30212",1,"",32.5,7.5,25.0,4.17,"NULL","NULL",2,0,0,1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7079,2,0xb245400832597a50,"2023-10-31 15:23:40","NULL","NULL",0,3533502451,"2023-10-31-30213",4,"",16.5,7.5,9.0,0.47,"NULL","NULL",2,235001,0,2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7080,2,0x4a97adc5bd5f0f0c,"2023-10-31 15:23:40","NULL","NULL",0,3584756508,"2023-10-31-30214",3,"",41.0,7.5,33.5,5.35,"NULL","NULL",2,141792,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7081,2,0x52a6a4777ea66b01,"2023-10-31 15:23:41","NULL","NULL",0,2276209547,"2023-10-31-30215",3,"",28.5,7.5,21.0,3.5,"NULL","NULL",2,234497,0,3,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7082,2,0xc2b82a211083fa9b,"2023-10-31 15:23:41","NULL","NULL",0,72783901,"2023-10-31-30216",1,"",42.5,7.5,35.0,5.83,"NULL","NULL",2,111807,0,2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7083,2,0x3966f7b6ac63e783,"2023-10-31 15:23:42","NULL","NULL",0,2103025891,"2023-10-31-30217",6,"",76.9,7.5,69.4,11.57,"NULL","NULL",2,111736,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Rouen","fr",49.443000,1.100000,"","NULL","NULL","NULL","NULL","NULL"
7084,2,0x9ff1e794c05ca56c,"2023-10-31 15:23:42","NULL","NULL",0,3700124226,"2023-10-31-30218",4,"",96.5,7.5,89.0,14.83,"NULL","NULL",2,357214,0,6,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Orléans","fr",47.903000,1.909000,"CVL","NULL","NULL","NULL","NULL","NULL"
7085,2,0x94308b07e5bfd52b,"2023-10-31 15:23:43","NULL","NULL",0,480146167,"2023-10-31-30219",3,"",50.4,7.5,42.9,7.15,"NULL","NULL",2,89956,0,2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
7086,2,0x563695d57222bb6d,"2023-10-31 15:23:43","NULL","NULL",0,2682219957,"2023-10-31-30220",1,"",36.5,7.5,29.0,4.83,"NULL","NULL",2,97256,0,3,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Versailles","fr",48.801000,2.130000,"IDF","NULL","NULL","NULL","NULL","NULL"
7087,2,0xbddfc2eb078b5b7c,"2023-10-31 15:23:44","NULL","NULL",0,546430268,"2023-10-31-30221",2,"",40.0,7.5,32.5,5.42,"NULL","NULL",2,84429,0,2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Dakar","sn",14.694000,-17.444000,"DK","NULL","NULL","NULL","NULL","NULL"
7088,2,0xc2d1b19f027bd95f,"2023-10-31 15:23:44","NULL","NULL",0,2175309155,"2023-10-31-30222",3,"",70.5,7.5,63.0,10.5,"NULL","NULL",2,234664,0,3,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Clermont-Ferrand","fr",45.777000,3.087000,"ARA","NULL","NULL","NULL","NULL","NULL"
